2023/11/13
12:58:12.77
2e-05
N,mm,ms
159.54,5.292000000000002,2.079999999999984
340.67,5.329000000000001,2.2399999999999523
338.92,5.512999999999998,2.259999999999991
409.79,5.688000000000002,2.2799999999999727
454.71,5.887999999999998,2.2999999999999545
371.88,6.003999999999998,2.319999999999993
328.13,6.175000000000004,2.339999999999975
363.13,6.262999999999998,2.599999999999966
399.0,6.371000000000002,2.6199999999999477
452.96,6.429000000000002,2.6399999999999864
502.25,6.478999999999999,2.659999999999968
660.33,6.484000000000002,2.7999999999999545
616.58,6.567,2.839999999999975
692.13,6.692,2.859999999999957
760.67,6.871000000000002,2.8799999999999955
822.5,7.045999999999999,2.8999999999999773
825.13,7.146000000000001,2.919999999999959
737.33,7.192,2.9399999999999977
756.88,7.262999999999998,2.9599999999999795
866.83,7.271000000000001,2.9799999999999613
868.88,7.329999999999998,3.0
858.96,7.329999999999998,3.019999999999982
837.67,7.355000000000004,3.0399999999999636
937.71,7.367000000000004,3.1399999999999864
861.58,7.392000000000003,3.159999999999968
791.88,7.466999999999999,3.17999999999995
809.96,7.475000000000001,3.339999999999975
808.21,7.559000000000005,3.359999999999957
721.29,7.6340000000000074,3.3799999999999955
588.88,7.821000000000005,3.3999999999999773
440.42,7.838000000000001,3.419999999999959
321.13,7.8840000000000074,3.4399999999999977
235.96,7.892000000000003,3.4799999999999613
419.13,7.988000000000007,3.519999999999982
544.54,8.080000000000005,3.5399999999999636
588.0,8.163000000000004,3.5600000000000023
475.13,8.18,3.579999999999984
246.75,8.208999999999996,3.659999999999968
443.33,8.300000000000004,3.6999999999999886
468.42,8.333999999999996,3.7199999999999704
433.71,8.366999999999997,3.7399999999999523
361.08,8.399999999999999,3.759999999999991
213.5,8.476000000000006,3.7799999999999727
200.96,8.550999999999995,3.7999999999999545
469.58,8.601000000000006,3.9799999999999613
566.13,8.671,4.0
648.67,8.746000000000002,4.019999999999982
676.67,8.830000000000005,4.039999999999964
637.0,8.901000000000003,4.060000000000002
571.96,8.937999999999995,4.079999999999984
524.13,8.946000000000005,4.099999999999966
549.79,8.988000000000007,4.119999999999948
646.63,9.055,4.139999999999986
785.17,9.205000000000005,4.159999999999968
865.67,9.408999999999999,4.17999999999995
875.0,9.530000000000008,4.199999999999989
871.21,9.713000000000001,4.21999999999997
889.29,9.845999999999997,4.239999999999952
942.08,9.859000000000002,4.259999999999991
1048.0,9.871000000000002,4.279999999999973
1034.3,9.921,4.67999999999995
1028.4,10.021000000000008,4.699999999999989
987.58,10.146999999999998,4.71999999999997
926.04,10.208999999999996,4.739999999999952
862.46,10.250999999999998,4.759999999999991
866.83,10.262999999999998,4.7999999999999545
906.79,10.305,4.819999999999993
987.88,10.416999999999994,4.839999999999975
1079.2,10.472000000000001,4.859999999999957
1064.0,10.500999999999998,4.8799999999999955
809.67,10.637999999999998,4.979999999999961
848.75,10.791999999999994,5.0
842.92,10.963000000000001,5.019999999999982
748.71,11.038000000000004,5.039999999999964
674.63,11.134000000000007,5.060000000000002
758.92,11.146999999999998,5.239999999999952
791.0,11.267000000000003,5.259999999999991
812.0,11.396999999999998,5.279999999999973
783.42,11.425999999999995,5.2999999999999545
719.83,11.467000000000006,5.319999999999993
927.21,11.512999999999998,5.439999999999998
858.38,11.687999999999995,5.4599999999999795
828.92,11.872000000000007,5.479999999999961
842.63,12.092999999999996,5.5
855.17,12.226000000000006,5.519999999999982
885.5,12.276000000000003,5.539999999999964
973.0,12.342999999999996,5.560000000000002
1038.0,12.342999999999996,5.619999999999948
1044.5,12.387999999999998,5.639999999999986
1416.3,12.422000000000004,5.8799999999999955
1419.5,12.530000000000008,5.899999999999977
1457.2,12.559000000000005,5.919999999999959
1472.3,12.568000000000005,5.939999999999998
1325.3,12.571999999999996,6.2999999999999545
1103.7,12.580000000000005,6.319999999999993
865.38,12.597000000000001,6.339999999999975
574.58,12.696999999999996,6.419999999999959
674.33,12.826,6.439999999999998
670.25,12.972000000000001,6.4599999999999795
602.88,13.076,6.479999999999961
504.29,13.137999999999998,6.5
322.29,13.234000000000002,6.519999999999982
132.42,13.351000000000006,6.539999999999964
107.63,13.488999999999997,6.560000000000002
98.0,13.571999999999996,6.579999999999984
114.04,13.580000000000005,6.599999999999966
254.92,13.630000000000003,7.0
232.17,13.705000000000005,7.019999999999982
272.71,13.788999999999994,7.039999999999964
252.88,13.842999999999996,7.060000000000002
355.54,13.905000000000008,7.079999999999984
454.13,13.943000000000005,7.119999999999948
354.67,14.047000000000004,7.2999999999999545
413.0,14.172000000000004,7.319999999999993
423.5,14.384000000000007,7.339999999999975
389.96,14.384000000000007,7.359999999999957
852.25,14.597000000000001,7.859999999999957
831.83,14.783999999999999,7.8799999999999955
824.54,14.814,7.899999999999977
998.08,14.814,8.039999999999964
978.25,14.964000000000006,8.060000000000002
994.0,15.118000000000002,8.079999999999984
1022.0,15.339000000000006,8.099999999999966
1062.5,15.434999999999995,8.119999999999948
1108.3,15.500999999999998,8.139999999999986
1273.7,15.646999999999998,8.399999999999977
1298.8,15.821999999999996,8.419999999999959
1322.4,15.964000000000006,8.439999999999998
1332.3,16.022,8.45999999999998
1341.1,16.035000000000004,8.479999999999961
1350.7,16.035000000000004,8.5
1128.2,16.068000000000005,8.67999999999995
1191.8,16.110000000000007,8.699999999999989
1067.2,16.143000000000008,9.239999999999952
1153.3,16.235000000000007,9.259999999999991
1204.3,16.368000000000002,9.279999999999973
1191.8,16.46,9.299999999999955
1214.5,16.589000000000006,9.319999999999993
1247.5,16.701,9.339999999999975
1220.3,16.747000000000007,9.359999999999957
1392.1,16.839000000000006,9.919999999999959
1420.1,16.875999999999998,9.939999999999998
1432.4,16.884999999999998,9.95999999999998
1420.7,16.893000000000008,9.979999999999961
1253.9,16.922000000000004,10.93999999999994
1244.3,16.985000000000007,10.959999999999923
1229.7,17.076,10.980000000000018
1214.2,17.172000000000004,11.0
1208.4,17.285000000000004,11.019999999999982
