2023/12/13
11:39:15.31
2e-05
N,mm,ms
-4.6667,-60.168000000000006,75.10000000000002
-2.0417,-60.208,75.12
-5.5417,-60.238,75.13999999999999
-6.125,-60.328,75.18
-3.5,-60.428,75.24000000000001
-7.0,-60.44799999999999,75.25999999999999
-3.2083,-60.498000000000005,75.32
-4.9583,-60.528000000000006,75.34000000000003
-4.6667,-60.628,75.36000000000001
-4.0833,-60.727999999999994,75.38
-6.4167,-60.798,75.40000000000003
-7.875,-60.818,75.44
-4.0833,-60.94799999999999,75.45999999999998
-6.7083,-61.028000000000006,75.48000000000002
-5.25,-61.038,75.54000000000002
-5.25,-61.038,75.56
-6.4167,-61.048,75.57999999999998
-5.25,-61.138000000000005,75.60000000000002
-4.0833,-61.208,75.62
-7.0,-61.248000000000005,75.68
-11.958,-61.288,75.69999999999999
-29.75,-61.378,75.74000000000001
-30.917,-61.438,75.75999999999999
-39.958,-61.44799999999999,75.78000000000003
-47.833,-61.477999999999994,75.82
-49.0,-61.528000000000006,75.84000000000003
-58.042,-61.578,75.88
-60.958,-61.578,75.90000000000003
-63.875,-61.598,75.92000000000002
-72.042,-61.617999999999995,75.98000000000002
-79.625,-61.628,76.04000000000002
-83.708,-61.647999999999996,76.10000000000002
-85.458,-61.678,76.13999999999999
-83.417,-61.748000000000005,76.18
-86.042,-61.748000000000005,76.24000000000001
-81.375,-61.778000000000006,76.25999999999999
-83.417,-61.788,76.28000000000003
-78.75,-61.788,76.32
-81.958,-61.818,76.36000000000001
-81.667,-61.858000000000004,76.40000000000003
-82.25,-61.858000000000004,76.42000000000002
-83.125,-61.858000000000004,76.45999999999998
-77.292,-61.928,76.48000000000002
-76.417,-61.94799999999999,76.54000000000002
-80.208,-61.94799999999999,76.68
-75.833,-61.94799999999999,76.69999999999999
-81.958,-61.958,76.75999999999999
-82.833,-61.968,76.82
-77.875,-62.007999999999996,76.84000000000003
-78.458,-62.007999999999996,76.90000000000003
-74.375,-62.018,76.92000000000002
-78.167,-62.028000000000006,76.95999999999998
-70.0,-62.117999999999995,77.06
-64.75,-62.117999999999995,77.34000000000003
-70.583,-62.128,77.45999999999998
-67.375,-62.128,77.54000000000002
-70.875,-62.147999999999996,77.63999999999999
-62.417,-62.147999999999996,77.84000000000003
-60.083,-62.158,77.98000000000002
-60.083,-62.168000000000006,78.06
-59.5,-62.168000000000006,78.12
-60.958,-62.178,78.13999999999999
-59.5,-62.188,78.19999999999999
-59.792,-62.188,78.24000000000001
-62.417,-62.208,78.28000000000003
-61.833,-62.218,78.42000000000002
6.7083,-62.218,84.51999999999998
7.2917,-62.248000000000005,84.57999999999998
5.8333,-62.257999999999996,84.62
6.4167,-62.257999999999996,84.90000000000003
6.125,-62.257999999999996,84.92000000000002
9.3333,-62.288,84.96000000000004
7.2917,-62.288,84.98000000000002
8.75,-62.30799999999999,85.04000000000002
7.875,-62.348,85.12
5.8333,-62.348,85.18
6.4167,-62.378,85.25999999999999
7.875,-62.378,85.40000000000003
5.8333,-62.378,85.46000000000004
7.2917,-62.408,85.48000000000002
7.0,-62.408,85.51999999999998
9.3333,-62.438,85.54000000000002
8.75,-62.44799999999999,85.62
11.375,-62.458,85.68
18.958,-62.477999999999994,85.69999999999999
37.917,-62.518,85.75999999999999
51.625,-62.528000000000006,85.82
70.0,-62.538,85.92000000000002
76.708,-62.548,85.98000000000002
75.25,-62.578,86.04000000000002
82.833,-62.617999999999995,86.10000000000002
84.875,-62.647999999999996,86.25999999999999
84.875,-62.647999999999996,86.40000000000003
81.958,-62.668000000000006,86.42000000000002
84.292,-62.727999999999994,86.48000000000002
70.292,-62.727999999999994,86.88
67.083,-62.727999999999994,86.90000000000003
66.208,-62.738,86.92000000000002
64.75,-62.748000000000005,86.96000000000004
62.417,-62.768,86.98000000000002
56.583,-62.768,87.12
58.333,-62.768,87.16000000000003
57.167,-62.788,87.22000000000003
55.417,-62.798,87.32
57.75,-62.80799999999999,87.36000000000001
59.208,-62.80799999999999,87.42000000000002
61.542,-62.80799999999999,87.48000000000002
65.625,-62.80799999999999,87.54000000000002
65.042,-62.80799999999999,87.56
69.417,-62.818,87.57999999999998
68.833,-62.828,87.62
66.792,-62.837999999999994,87.66000000000003
69.417,-62.837999999999994,87.72000000000003
67.667,-62.837999999999994,87.75999999999999
67.958,-62.837999999999994,87.80000000000001
63.875,-62.848,87.88
66.208,-62.858000000000004,88.01999999999998
62.417,-62.878,88.10000000000002
62.417,-62.897999999999996,88.32
7.0,-62.897999999999996,90.40000000000003
-1.1667,-62.897999999999996,91.30000000000001
1.1667,-62.897999999999996,91.32
-2.0417,-62.928,91.34000000000003
-3.7917,-62.977999999999994,91.38
1.1667,-63.068,91.40000000000003
-1.4583,-63.208,91.42000000000002
0.0,-63.418000000000006,91.44
-2.3333,-63.688,91.46000000000004
0.58333,-63.968,91.48000000000002
-1.4583,-64.288,91.5
0.29167,-64.628,91.51999999999998
-2.3333,-64.958,91.54000000000002
-0.875,-65.30799999999999,91.56
-4.375,-65.658,91.57999999999998
0.58333,-65.938,91.60000000000002
-2.625,-66.278,91.62
-0.58333,-66.658,91.63999999999999
-2.625,-66.968,91.66000000000003
0.0,-67.268,91.68
-3.2083,-67.628,91.69999999999999
0.0,-67.918,91.72000000000003
-4.6667,-68.228,91.74000000000001
0.0,-68.548,91.75999999999999
-2.0417,-68.868,91.78000000000003
-1.1667,-68.868,91.80000000000001
-2.625,-68.918,91.82
0.58333,-68.938,91.84000000000003
-2.625,-68.948,92.12
-1.1667,-68.958,92.34000000000003
-1.75,-68.958,92.44
-2.9167,-68.958,92.56
-0.29167,-68.968,92.98000000000002
-5.8333,-68.968,94.40000000000003
-6.125,-68.968,95.40000000000003
-6.7083,-68.968,95.46000000000004
-15.458,-68.968,95.69999999999999
