2023/12/13
11:19:31.92
2e-05
N,mm,ms
412.13,8.970999999999997,3.5200000000000387
401.63,9.070999999999998,3.5400000000000205
428.46,9.162999999999997,3.5600000000000023
416.21,9.329999999999998,3.580000000000041
413.0,9.372,3.6000000000000227
446.54,9.408999999999999,3.6200000000000045
445.96,9.433999999999997,3.640000000000043
450.33,9.471999999999994,3.7200000000000273
433.71,9.500999999999998,3.740000000000009
450.33,9.512999999999998,3.7600000000000477
430.21,9.571999999999996,3.8000000000000114
410.38,9.68,3.819999999999993
436.33,9.805,3.840000000000032
474.25,9.891999999999996,3.8600000000000136
476.29,9.954999999999998,3.8799999999999955
476.58,9.962999999999994,3.900000000000034
483.0,9.966999999999999,3.920000000000016
446.54,10.067,3.980000000000018
459.08,10.146999999999998,4.0
462.0,10.267000000000003,4.020000000000039
469.58,10.396999999999998,4.0400000000000205
485.04,10.475999999999992,4.060000000000002
469.29,10.508999999999993,4.080000000000041
438.08,10.517000000000003,4.100000000000023
430.5,10.517000000000003,4.1200000000000045
441.58,10.571999999999996,4.160000000000025
470.46,10.604999999999997,4.240000000000009
465.21,10.612999999999992,4.28000000000003
460.25,10.630000000000003,4.340000000000032
441.58,10.675999999999995,4.360000000000014
419.71,10.741999999999997,4.3799999999999955
420.88,10.812999999999995,4.400000000000034
429.04,10.887999999999998,4.420000000000016
449.46,10.904999999999994,4.460000000000036
462.0,11.033999999999999,4.480000000000018
452.96,11.18,4.5
438.38,11.234000000000002,4.520000000000039
459.38,11.401000000000003,4.5400000000000205
481.54,11.437999999999995,4.560000000000002
480.96,11.484000000000002,4.580000000000041
501.08,11.500999999999998,4.6200000000000045
507.21,11.521999999999998,4.640000000000043
506.33,11.521999999999998,4.680000000000007
528.21,11.55899999999999,4.720000000000027
538.42,11.633999999999993,4.740000000000009
558.25,11.750999999999998,4.760000000000048
562.92,11.800999999999995,4.78000000000003
541.63,11.826,4.800000000000011
534.63,11.854999999999997,4.819999999999993
529.08,11.859000000000002,4.980000000000018
534.04,11.925999999999995,5.0
546.29,12.043,5.020000000000039
568.17,12.151000000000003,5.0400000000000205
584.79,12.201,5.060000000000002
582.75,12.234000000000002,5.080000000000041
563.21,12.31799999999999,5.140000000000043
558.83,12.472000000000001,5.160000000000025
563.21,12.521999999999998,5.180000000000007
574.58,12.68399999999999,5.2000000000000455
585.67,12.764000000000003,5.220000000000027
603.75,12.771999999999998,5.260000000000048
606.96,12.880000000000003,5.28000000000003
600.25,12.988999999999997,5.300000000000011
588.88,13.017999999999994,5.319999999999993
583.63,13.118000000000002,5.340000000000032
462.88,13.125999999999998,5.439999999999998
479.5,13.175999999999995,5.460000000000036
497.88,13.189,5.480000000000018
560.88,13.222000000000001,5.5
585.38,13.300999999999995,5.520000000000039
599.96,13.425999999999995,5.5400000000000205
598.79,13.521999999999998,5.560000000000002
573.13,13.533999999999999,5.580000000000041
548.63,13.555,5.600000000000023
548.33,13.618000000000002,5.680000000000007
534.63,13.69299999999999,5.7000000000000455
609.0,13.755000000000003,5.720000000000027
634.38,13.814,5.740000000000009
578.08,13.833999999999996,5.760000000000048
593.54,13.93,5.78000000000003
614.25,14.014000000000003,5.800000000000011
583.63,14.18,5.819999999999993
585.38,14.238999999999997,5.840000000000032
620.96,14.300999999999995,5.860000000000014
647.21,14.354999999999997,5.8799999999999955
654.79,14.375999999999998,5.900000000000034
648.38,14.389000000000003,5.939999999999998
614.25,14.479999999999997,5.960000000000036
621.25,14.496999999999993,6.0
634.96,14.555,6.020000000000039
662.38,14.579999999999991,6.0400000000000205
733.54,14.600999999999992,6.080000000000041
715.75,14.609999999999992,6.2000000000000455
688.04,14.684999999999995,6.220000000000027
700.0,14.764000000000003,6.340000000000032
694.46,14.868000000000002,6.360000000000014
627.38,14.972000000000001,6.3799999999999955
647.5,14.996999999999993,6.400000000000034
630.88,14.996999999999993,6.460000000000036
600.25,15.043,6.480000000000018
595.88,15.088999999999992,6.5
611.92,15.151000000000003,6.520000000000039
655.08,15.196999999999996,6.5400000000000205
669.67,15.246999999999993,6.580000000000041
711.08,15.288999999999994,6.600000000000023
739.96,15.363999999999997,6.6200000000000045
677.25,15.404999999999994,6.640000000000043
662.38,15.44299999999999,6.660000000000025
718.67,15.488999999999997,6.680000000000007
717.21,15.555,6.7000000000000455
702.33,15.630000000000003,6.720000000000027
760.67,15.701,6.740000000000009
810.54,15.729999999999997,6.760000000000048
773.21,15.826,6.78000000000003
774.67,15.854999999999997,6.860000000000014
819.88,15.946999999999996,6.8799999999999955
858.38,15.951,6.900000000000034
838.25,16.038999999999994,6.920000000000016
818.42,16.038999999999994,6.939999999999998
830.67,16.130999999999993,6.960000000000036
835.63,16.175999999999995,6.980000000000018
825.13,16.234999999999992,7.0
844.38,16.281,7.020000000000039
875.0,16.326,7.0400000000000205
872.38,16.397,7.140000000000043
879.67,16.451,7.160000000000025
895.42,16.505999999999993,7.180000000000007
917.29,16.559999999999995,7.2000000000000455
912.33,16.606,7.240000000000009
907.08,16.71399999999999,7.260000000000048
903.0,16.826,7.28000000000003
901.25,16.925999999999995,7.300000000000011
916.71,17.059999999999995,7.319999999999993
942.38,17.06799999999999,7.360000000000014
931.29,17.076,7.400000000000034
968.63,17.19299999999999,7.5
975.92,17.321999999999996,7.520000000000039
950.83,17.467999999999996,7.5400000000000205
985.25,17.484999999999992,7.560000000000002
1008.3,17.500999999999998,7.580000000000041
1065.5,17.618000000000002,7.800000000000011
1047.7,17.68099999999999,7.819999999999993
1092.3,17.764000000000003,7.840000000000032
1123.2,17.842999999999996,7.960000000000036
1122.0,17.892999999999994,7.980000000000018
1119.4,17.939,8.0
1146.3,18.043,8.020000000000039
1165.5,18.06799999999999,8.04000000000002
1199.0,18.101999999999997,8.240000000000009
1201.7,18.156,8.260000000000048
1217.4,18.285000000000004,8.28000000000003
1228.2,18.422000000000004,8.300000000000011
1222.1,18.656,8.319999999999993
1219.8,18.809999999999995,8.340000000000032
1232.3,18.934999999999995,8.360000000000014
1154.7,18.94299999999999,8.640000000000043
1225.9,18.955999999999996,8.680000000000007
1223.0,18.988999999999997,8.700000000000045
1240.5,19.014000000000003,8.720000000000027
1298.2,19.047000000000004,9.0
1324.2,19.113999999999997,9.020000000000039
1331.8,19.113999999999997,9.04000000000002
1359.8,19.118000000000002,9.060000000000002
1381.3,19.160000000000004,9.080000000000041
1389.5,19.264000000000003,9.100000000000023
1390.1,19.359999999999992,9.120000000000005
1380.8,19.401999999999994,9.140000000000043
1460.1,19.413999999999994,9.379999999999995
1461.5,19.45199999999999,9.420000000000016
1503.5,19.493000000000002,9.5
1548.2,19.592999999999996,9.520000000000039
1546.1,19.648000000000003,9.54000000000002
1505.0,19.726999999999997,9.560000000000002
